name,city,state,zipcode,address1,address2,category1_id,category2_id,category3_id,category1,category2,category3,phone,website,latitude,longitude
Converse Inc,New York City,NY,10011,45 West 18th St # 3l,Not Available,0,0,0,Shopping & Stores,Shoe Stores,Shoe Stores,2126459419,converse.com,40.7397,-73.99455
Mary Porter,Rochester,NY,14617,176 Kearney Drive,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),5852540948,Not Available,43.206717,-77.57962
Luigi Gileno Architect,Syosset,NY,11791,40 Underhill Boulevard # Loaf,Not Available,0,0,0,Professional Services,Architectural Services,Architects,5169214447,Not Available,40.82348,-73.50353
sdf,New York City,NY,10014,1,Not Available,0,0,0,Professional Services,"Accounting, Auditing, and Bookkeeping Services",Accountants,5555555555,Not Available,40.73548385,-73.979
A La Carte Lp,East Meadow,NY,11554,944 Richmond Road,Not Available,0,0,0,Professional Services,Management Consulting Services,Business Management Consultants,5163842446,Not Available,40.695893,-73.573756
Khedouri Sydney,Roslyn,NY,11576,1044 Northern Boulevard # 200,Not Available,0,0,0,Insurance,"Insurance Agents, Brokers, and Service",Insurance Companies,5166867200,Not Available,40.798846,-73.660413
Glenwood Management Corp,New Hyde Park,NY,11040,1200 Union Turnpike,Not Available,0,0,0,Real Estate,Operators of Apartment Buildings,Apartments,5163544302,Not Available,40.75314,-73.69975
Ypc Media LLC,Rochester,NY,14623,280 Kenneth Drive # 300,Not Available,0,0,0,Telecommunications & Wireless,"Communications Services, NEC",Communications,5857214982,Not Available,43.058926,-77.644203
Kooples Bloom Inc,New York City,NY,10012,504 Broadway,Not Available,0,0,0,Shopping & Stores,Department Stores,Discount Stores,2129665685,Not Available,40.722172,-73.999342
Making Books Sing Inc,New York City,NY,10017,340 East 46th St,Not Available,0,0,0,Media,Motion Picture and Video Tape Production,Motion Picture Producers and Studios,2125738791,makingbookssing.org,40.751787,-73.969312
Think Closet,New York City,NY,10012,159 Prince St Front A,Not Available,0,0,0,Shopping & Stores,Family Clothing Stores,Clothing Stores,2129258980,Not Available,40.725979,-74.001313
Fu Wai Chinese Restaurant,Lynbrook,NY,11563,238 Hempstead Avenue,Not Available,0,0,0,Restaurants & Bars,Restaurants,Carry Out Restaurants,5165990999,Not Available,40.66571,-73.67097
Peking Chinese Restaurant,Rochester,NY,14621,742 East Ridge Road,Not Available,0,0,0,Restaurants & Bars,Restaurants,Restaurants,5853383133,Not Available,43.19662,-77.59694
World Food Programmers,New York City,NY,10017,2 United Nations Plaza,Not Available,0,0,0,Associations/Non-Profits,"Membership Organizations, NEC",Organizations,2129638364,Not Available,40.752596,-73.966931
Lionel & Belonsky L L P,Uniondale,NY,11556,1461 Rxr Plaza,Not Available,0,0,0,Professional Services,"Accounting, Auditing, and Bookkeeping Services",Accountants,5164848941,Not Available,40.718594,-73.582589
Manhattan Motor Cars,New York City,NY,10001,270 11th Avenue,Not Available,0,0,0,Automotive Services,Motor Vehicle Dealers (New and Used),Used Car Dealers,2125946200,manhattanmotorcars.com,40.75176,-74.00475
Mankowitz Carl S MD,New York City,NY,10024,302 West 86th St Apartment 5a,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,2122895024,Not Available,40.788817,-73.977851
Msd Newyork,New York City,NY,10012,636 Broadway Room 702,Not Available,0,0,0,Shopping & Stores,Family Clothing Stores,Clothing Stores,2122628119,Not Available,40.725653,-73.995555
Neff Family Charitable Trust,New York City,NY,10019,51 West 52nd St,Not Available,0,0,0,Associations/Non-Profits,"Membership Organizations, NEC",Organizations,2124031000,Not Available,40.760843,-73.978413
Ron Denn Ltd,Hicksville,NY,11801,8 Fordham Avenue,Not Available,0,0,0,Consumer Services,Direct Selling Establishments,Newspaper Delivery,5169316610,Not Available,40.75193,-73.530742
Oxalosis Hyperoxaluria Foundation,New York City,NY,10003,201 East 19th St Apartment 12e,Not Available,0,0,0,Associations/Non-Profits,"Civic, Social, and Fraternal Associations",Clubs,2127770470,ohf.org,40.736132,-73.9843
Cafe Roma,New York City,NY,10024,175 West 90th St,Not Available,0,0,0,Restaurants & Bars,Restaurants,Restaurants,2128758972,Not Available,40.790668,-73.974125
Giles Enterprises,Baldwin,NY,11510,1842 Harte St,Not Available,0,0,0,Professional Services,"Business Consulting Services, NEC",Business Consultants,5165467413,Not Available,40.66566,-73.613219
Zedek Investments LLC,New York City,NY,10028,935 Park Avenue,Not Available,0,0,0,Real Estate,Operators of Apartment Buildings,Apartments,2125353893,Not Available,40.776798,-73.959514
Realty Abc,New York City,NY,10017,321 East 45th St,Not Available,0,0,0,Real Estate,Real Estate Agents and Managers,Real Estate,2126615486,Not Available,40.751578,-73.970237
Friends Of Solomon Schechter Inc,New York City,NY,10025,805 Columbus Avenue,Not Available,0,0,0,Educational Services,Elementary and Secondary Schools,Private Combined Elementary and Secondary School,2129328800,sssm.org,40.794744,-73.965942
Cafe Fiorello,New York City,NY,10023,1900 Broadway,Not Available,0,0,0,Restaurants & Bars,Restaurants,Independent Family Restaurants,2125955330,cafefiorello.com,40.77133,-73.98197
Saraceno Dan,Plainview,NY,11803,83 Roundtree Drive,Not Available,0,0,0,Nonclassifiable establishments,Nonclassifiable establishments,Nonclassified Establishments,5166221113,Not Available,40.77868,-73.45862
Medicine 369,New York City,NY,10017,369 Lexington Avenue Floor 19,Not Available,0,0,0,Shopping & Stores,Grocery Stores,Grocery Stores,2127792944,hamptonsdiet.com,40.750604,-73.976577
Mike Deli & Grocery,New York City,NY,10029,1759 Lexington Avenue,Not Available,0,0,0,Shopping & Stores,Grocery Stores,Delicatessen Stores,2122892090,Not Available,40.79443,-73.944475
Schiffman Ekman Morrison & Mrx,New York City,NY,10011,22 West 19th St,Not Available,0,0,0,Other Business Services,Employment Agencies,Employment Agencies and Opportunities,2126278173,Not Available,40.739348,-73.992134
Ana Camacho-Lord,West Hempstead,NY,11552,53 Argyle Road,Not Available,0,0,0,Legal,Legal Services,Legal Services,5165650831,Not Available,40.706729,-73.640153
Katz Diane S,Rochester,NY,14625,625 Panorama Trail # 1100,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,5856418001,Not Available,43.13622,-77.49181
Richard D Young,Manhasset,NY,11030,33 South Drive,Not Available,0,0,0,Legal,Legal Services,Legal Services,0,Not Available,40.789652,-73.699816
TRU TALENT,New York City,NY,10031,3544 broadway,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),6318056533,Not Available,40.82676,-73.9502
Elsa Becker Foundation,New York City,NY,10016,407 Park Avenue South,Not Available,0,0,0,Associations/Non-Profits,"Membership Organizations, NEC",Organizations,2124813022,Not Available,40.743354,-73.983775
Associated Press Employee Fcu,New York City,NY,10001,450 West 33rd St,Not Available,0,0,0,Media,News Syndicates,Press Services,2126211849,apme.com,40.753563,-73.998929
Michael McKeever Private Investigator,New York City,NY,10012,588 Broadway,Not Available,0,0,0,Other Business Services,"Detective, Guard, and Armored Car Services",Investigators,2122260358,mckeeverpi.com,40.7247252,-73.9971049
Thinking Giant Corp,New York City,NY,10016,207 E.32nd Street,Not Available,0,0,0,Information Technology,Computer Integrated Systems Design,Website Design Services,6462168944,thinkinggiant.com,40.74395,-73.9779
The Ezra Group Inc,Hempstead,NY,11550,4 Ormond St,Not Available,0,0,0,Professional Services,"Business Consulting Services, NEC",Business Consultants,9179515133,Not Available,40.71569,-73.622477
Jordan Jayne E,New York City,NY,10011,80 5th Avenue Floor 3,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Physicians Assistants,2122629575,Not Available,40.736012,-73.993691
Ryan Clinic,New York City,NY,10027,22 Convent Avenue,Not Available,0,0,0,Healthcare,"Health and Allied Services, NEC",Health Services,7322678511,Not Available,40.813629,-73.953287
Adl Events Inc,New York City,NY,10022,444 East 58th St Apartment 5c,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Unclassified,2124869163,Not Available,40.758021,-73.960508
Working Together Inc,New York City,NY,10035,375 Pleasant Avenue,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Merchandise Brokers,2125346142,Not Available,40.797483,-73.931589
Rit College of Imaging,Rochester,NY,14623,15 Lomb Memorial Drive,Not Available,0,0,0,Educational Services,"Colleges, Universities, and Professional Schools",Universities and Colleges,5854752683,rit.edu,43.08859,-77.67384
Sam Suon Service Inc,New York City,NY,10013,98 Mott St,Not Available,0,0,0,Other Business Services,"Services, NEC",Services (Unclassified),2122268834,Not Available,40.717191,-73.997524
Harvey Stanson,Hempstead,NY,11550,6 Sealey Avenue Apartment 3l,Not Available,0,0,0,Shopping & Stores,Book Stores,Book Stores,5165650761,Not Available,40.713149,-73.630873
Schwartz Ronald J,Glen Head,NY,11545,11 Pound Hollow Road,Not Available,0,0,0,Insurance,"Insurance Agents, Brokers, and Service",Insurance Companies,5166099335,Not Available,40.844762,-73.612974
1st security,New York City,NY,10018,250 west 40th street,Not Available,0,0,0,Other Business Services,"Detective, Guard, and Armored Car Services",Security Guard and Patrol Services,2124705396,Not Available,40.75535,-73.9893
Sheriff's Department,Mineola,NY,11501,240 Old Country Road Room 201,Not Available,0,0,0,Insurance,"Insurance Agents, Brokers, and Service",Insurance Companies,5165712113,Not Available,40.73925,-73.63699
Jean Pierre Farcy Md,New York City,NY,10010,380 2nd Avenue # 1000,Not Available,0,0,0,Consumer Services,Beauty Shops,Beauty Salons,5205793965,Not Available,40.737034,-73.981318
Public School 59M,New York City,NY,10065,213 East 63rd St,Not Available,0,0,0,Educational Services,Elementary and Secondary Schools,Schools,2128887848,Not Available,40.76367,-73.96374
Trade CO Global Markets,New York City,NY,10038,59 Maiden Lane,Not Available,0,0,0,Nonclassifiable establishments,Nonclassifiable establishments,Nonclassified Establishments,6464581100,Not Available,40.708209,-74.008106
Tanya Quinones,Levittown,NY,11756,12 Lilac Lane,Not Available,0,0,0,Agriculture,Horses and Other Equines,Horses and Other Equines,5163155952,Not Available,40.733917,-73.523839
Yu Namyi MD,Mineola,NY,11501,222 Station Plaza North # 350,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,5166630333,Not Available,40.740826,-73.64034
Barbara Ann Benedetto,Rochester,NY,14617,26 Oakbend Lane,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Unclassified,5855448987,Not Available,43.204301,-77.587744
Levacic Danijela MD,Manhasset,NY,11030,300 Community Drive,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,5165620100,Not Available,40.779466,-73.702998
Putnam County Monuments Ltd,Garden City,NY,11530,1100 Franklin Avenue # 100,Not Available,0,0,0,Shopping & Stores,"Miscellaneous Retail Stores, NEC",Monuments,5167425600,Not Available,40.731301,-73.636456
Hadji Baba NV Ltd,New York City,NY,10018,152 West 36th St,Not Available,0,0,0,Real Estate,Real Estate Agents and Managers,Real Estate,2125633029,Not Available,40.751754,-73.988586
Premier Plumbing & Htg Speclst,Franklin Square,NY,11010,137 New Hyde Park Road,Not Available,0,0,0,Other Consumer Products & Services,"Plumbing, Heating, and Air-Conditioning",Plumbers and Plumbing Contractors,7186613900,Not Available,40.712078,-73.676812
Decana Inc,New York City,NY,10065,10 East 62nd St,Not Available,0,0,0,Real Estate,Operators of Nonresidential Buildings,Office Buildings and Parks,2126882909,Not Available,40.764672,-73.962342
Glatt Charles E MD,New York City,NY,10065,1300 York Avenue,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,2127466464,Not Available,40.76516,-73.9549
O'Rourke & Degen,New York City,NY,10007,225 Broadway # 715,Not Available,0,0,0,Legal,Legal Services,Legal Services,2122274530,odlegal.com,40.711909,-74.008254
Tonic Group,New York City,NY,10012,611 Broadway Room 726,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Merchandise Brokers,2122540877,tonicgroup.com,40.725562,-73.99675
Simonson Barry G MD,Great Neck,NY,11021,825 Northern Boulevard # 201,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,5167737500,oagn.org,40.78505,-73.71007
White Pear Photography Studios Inc,Levittown,NY,11756,132 Shelter Lane,Not Available,0,0,0,Consumer Services,"Photographic Studios, Portrait",Videographers,5169986879,Not Available,40.719848,-73.525545
Inland Printing CO,Woodbury,NY,11797,36 Orchard Drive,Not Available,0,0,0,Printing & Publishing,"Commercial Printing, Gravure",Rotogravure Printers,5163674700,inlandprinters.com,40.81551,-73.45474
Anthem Institute,New York City,NY,10018,498 Fashion Avenue Room 1700,Not Available,0,0,0,Educational Services,Elementary and Secondary Schools,Schools,2126592116,Not Available,40.752907,-73.98932
Valentin Productions LLC,New York City,NY,10007,27 Park Place Room 200,Not Available,0,0,0,Media,Motion Picture and Video Tape Distribution,Motion Picture and Tape Distributors,9174760974,Not Available,40.713306,-74.009012
O'Live Organic Spa,New York City,NY,10010,112 East 23rd St,Not Available,0,0,0,Travel & Leisure,Physical Fitness Facilities,Health Spas,2126742424,olivetanspa.com,40.73981,-73.98559
Schwartz William J,New York City,NY,10036,1114 Avenue Of The Americas Floor 47,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,2124796290,cooley.com,40.759396,-73.992846
Smart Home Media Designs Inc,Port Washington,NY,11050,32 3rd Avenue,Not Available,0,0,0,Professional Services,"Business Consulting Services, NEC",Systems Analysis or Design,5169440390,Not Available,40.828965,-73.698879
Lunt-Fontanne Theatre,New York City,NY,10036,205 West 46th St,Not Available,0,0,0,Travel & Leisure,Theatrical Producers (Except Motion Picture) and Miscellaneous Theatrical Servic,Live Theatres,2125759200,luntfontannetheatre.com,40.75881,-73.98548
Ubriani Ravi MD,New York City,NY,10022,16 East 60th St # 300,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,2123055293,Not Available,40.758403,-73.967199
Hick's Deli Inc,Hicksville,NY,11801,99 Levittown Parkway,Not Available,0,0,0,Shopping & Stores,Grocery Stores,Delicatessen Stores,5168227892,Not Available,40.754937,-73.54214
Genius Computer Solutions,New York City,NY,10005,40 Exchange Place # 1310,Not Available,0,0,0,Other Consumer Products & Services,Computer and Computer Software Stores,Computer Sales,2123469530,geniuscomputer.com,40.705739,-74.009869
WedSafe Wedding Insurance,Jericho,NY,11753,300 Jericho Quadrangle<br/>3rd Floor East,Not Available,0,0,0,Insurance,"Insurance Agents, Brokers, and Service",Insurance Companies,8777233933,wedsafe.com,40.78824615,-73.551
Plum Blossom Gallery,New York City,NY,10001,555 West 25th St,Not Available,0,0,0,Travel & Leisure,Museums and Art Galleries,Art Centers,2127197008,Not Available,40.75,-74.00553
Rosenthal Debra G,Great Neck,NY,11021,336 Northern Boulevard,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,5164871612,deborahrosenthal.com,40.77824,-73.72489
Risko Inc,New York City,NY,10011,155 West 15th St Apartment 4b,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Unclassified,2122552865,Not Available,40.739293,-73.998934
Baba Ghanouge,New York City,NY,10007,165 Church St,Not Available,0,0,0,Restaurants & Bars,Restaurants,Sandwiches,2125712020,babaghanouge.com,40.71508,-74.007734
Party Time Promotions Corp,New York City,NY,10025,792 Columbus Avenue Apartment 7b,Not Available,0,0,0,Travel & Leisure,Professional Sports Clubs and Promoters,"Sports Clubs, Managers, and Promoters",2128449438,Not Available,40.794546,-73.9665
Island Dermotology,Long Beach,NY,11561,604 E. Park Ave,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,5164320011,Not Available,40.59147,-73.64642
Dunkin' Donuts,New York City,NY,10001,152 West 31st St,Not Available,0,0,0,Shopping & Stores,Retail Bakeries,Doughnuts,2125941656,dunkindonuts.com,40.74893,-73.99172
Flowers Naturally,New York City,NY,10001,107 West 28th St # 2r,Not Available,0,0,0,Other Consumer Products & Services,Florists,Flower Shops,2122780815,flowersnaturallynewyork.com,40.746032,-73.990736
Ideal Convergence LLC,Bethpage,NY,11714,4 Cresent Place,Not Available,0,0,0,Professional Services,Management Consulting Services,Business Management Consultants,5168475095,Not Available,40.737975,-73.496501
Koffee Cake,New York City,NY,10011,301 West 17th St,Not Available,0,0,0,Shopping & Stores,Retail Bakeries,Cakes,6465245007,Not Available,40.741683,-74.001118
Ari Pillar Dds Pllc,New York City,NY,10017,225 East 47th St Apartment 4h,Not Available,0,0,0,Healthcare,Offices and Clinics of Dentists,Dentists,5167137807,Not Available,40.753424,-73.970527
Classic Consrtruction Services Inc,New York City,NY,10023,25 West 64th St,Not Available,0,0,0,Other Business Services,"Services, NEC",Services (Unclassified),2128773150,Not Available,40.771753,-73.98071
Allen Jr Bertram F,Plainview,NY,11803,60 Lincoln Road West,Not Available,0,0,0,Professional Services,Surveying Services,Land Surveyors,5168832015,Not Available,40.769756,-73.485823
Hirschen Singer Epstein,New York City,NY,10010,902 Broadway Floor 13,Not Available,0,0,0,Legal,Legal Services,Legal Services,2128191130,hirschensinger.com,40.739189,-73.989689
Segal Group Inc,New York City,NY,10001,333 West 34th St Floor 2,Not Available,0,0,0,Professional Services,Management Consulting Services,Human Resource Consultants,2122515000,segalco.com,40.75292,-73.99509
S M S Produce Corporation,Uniondale,NY,11553,973 Front St,Not Available,0,0,0,Shopping & Stores,Fruit and Vegetable Markets,"Fruits, Vegetables and Produce",5164851293,Not Available,40.709503,-73.594706
"Smith Jewelers, Inc.",Oyster Bay,NY,11771,11 East Main Street,Not Available,0,0,0,Shopping & Stores,Jewelry Stores,"Jewelry Stores, Nec",5169226744,Not Available,40.8724877,-73.5299627
Randi Halpern Interior Design,New York City,NY,10002,413 Grand Street<br/>F1704,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Interior Designer,9179215745,randihalpern.com,40.71582,-73.98629
Lam Wang & CO,New York City,NY,10016,307 5th Avenue Floor 8,Not Available,0,0,0,Professional Services,"Accounting, Auditing, and Bookkeeping Services",Accountants,6469359765,Not Available,40.746747,-73.985708
O'flynn Enterprises LLC,New York City,NY,10011,183 9th Avenue,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),6464863000,Not Available,40.74546,-74.002291
Gouverneur Hospital Diagnostic,New York City,NY,10012,34 Spring St,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Primary Care Centers,2129255000,Not Available,40.721821,-73.99565
Dynamic Physical Therap,New Hyde Park,NY,11040,63 East St,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Unclassified,3472017058,Not Available,40.757894,-73.663464
Teavana,New York City,NY,10024,2261 Broadway,Not Available,0,0,0,Shopping & Stores,Miscellaneous Food Stores,Coffee and Tea,2127990724,teavana.com,40.78541,-73.979
One Heart International Inc,New York City,NY,10017,132 East 43rd St 404,Not Available,0,0,0,Shopping & Stores,Miscellaneous Food Stores,Health Food Stores,2127191433,Not Available,40.751703,-73.974951
Johnny's Signature Inc,New York City,NY,10001,50 West 34th St,Not Available,0,0,0,Apparel,Men's and Boys' Clothing and Furnishings,Men's and Boys' Sportswear,2126433254,Not Available,40.749058,-73.986202
Sheldon V Burman Pc,New York City,NY,10022,110 East 59th St,Not Available,0,0,0,Legal,Legal Services,Legal Services,2129351600,Not Available,40.762657,-73.96934
90 East End Ave,New York City,NY,10028,90 East End Avenue,Not Available,0,0,0,Real Estate,Operators of Apartment Buildings,Condominiums,2123969084,Not Available,40.773456,-73.945822
Playground,New York City,NY,10018,634 8th Avenue,Not Available,0,0,0,Shopping & Stores,"Radio, Television, and Consumer Electronics Stores",Tape Recorders/Players-Sound/Video Equipment,2123919722,playground.com,40.75625,-73.9905
All That Is Epicurean Inc,New York City,NY,10007,59 Reade St,Not Available,0,0,0,Nonclassifiable establishments,Nonclassifiable establishments,Nonclassified Establishments,2123850458,Not Available,40.71488,-74.00644
Volt Workforce Solutions Inc,New York City,NY,10018,1065 Avenue Of The Americas Floor 20,Not Available,0,0,0,Other Business Services,Employment Agencies,Employment Agencies and Opportunities,2127042400,volt.com,40.753895,-73.984882
budy veil,New York City,NY,10001,#4yorklane,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),5073017056,Not Available,40.71455002,-74.007
West Village Handyman Corp,New York City,NY,10014,99 Bank St Apartment 2h,Not Available,0,0,0,Consumer Services,"Miscellaneous Personal Services, NEC",Handyman Services,2122420420,Not Available,40.736602,-74.006331
Hair Mania,New York City,NY,10001,170 West 25th St Front 1,Not Available,0,0,0,Consumer Services,Beauty Shops,Beauty Salons,2122299125,Not Available,40.744982,-73.993895
Pizzeria Nino's Restaurant,Elmont,NY,11003,24009 Linden Boulevard,Not Available,0,0,0,Restaurants & Bars,Restaurants,Independent Pizzerias,5162850636,Not Available,40.68998,-73.72323
Mspc,New York City,NY,10036,546 5th Avenue,Not Available,0,0,0,Other Business Services,"Business Services, NEC",Business Services (Unclassified),2126821234,mspc-cpa.com,40.755452,-73.979532
Philip Bellisari Insurance,Bayville,NY,11709,19 Oak Point Drive South,Not Available,0,0,0,Insurance,"Insurance Agents, Brokers, and Service","Insurance Agents, Nec",5166283456,Not Available,40.911319,-73.563477
Astoria Graphics Inc,New York City,NY,10014,225 Varick St Floor 34,Not Available,0,0,0,Printing & Publishing,Commercial Art and Graphic Design,Graphic Services,2122749600,Not Available,40.72904,-74.005433
"Clear Look Services, LLC",New York City,NY,10026,232 W 116th Street<br/>Unit 1674,Not Available,0,0,0,Other Business Services,"Building Cleaning and Maintenance Services, NEC",Janitorial Services,2128661655,clearlookcleaning.com,40.803613,-73.953453
Sag Enterprises Inc,Jericho,NY,11753,400 Jericho Turnpike # 100,Not Available,0,0,0,Professional Services,"Business Consulting Services, NEC",Business Consultants,5168271204,Not Available,40.79372,-73.537062
Financial Womens Assn-NY,New York City,NY,10003,215 Park Avenue South # 1712,Not Available,0,0,0,Associations/Non-Profits,Business Associations,Associations,2125332141,fwa.org,40.737001,-73.988605
D & A Landscaping Inc,Roslyn Heights,NY,11577,42 Manor Avenue,Not Available,0,0,0,Other Business Services,"Building Cleaning and Maintenance Services, NEC",Building Maintenance,5166211782,Not Available,40.777154,-73.648733
Shuma Enterprises Inc,New York City,NY,10011,61 West 9th St Apartment 9a,Not Available,0,0,0,Professional Services,"Business Consulting Services, NEC",Business Consultants,6462835575,aplusorganizing.com,40.734069,-73.998493
Eneanya Obinna D MD,New York City,NY,10021,535 East 70th St,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,2126061000,Not Available,40.765257,-73.953868
Ira L Goldberg Pc,Hicksville,NY,11801,111 West Old Country Road # 105,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,5166050393,Not Available,40.762886,-73.523539
Af Stationary Inc,Plainview,NY,11803,22 Stewart St,Not Available,0,0,0,Shopping & Stores,Stationery Stores,Office Supplies,5169325108,Not Available,40.769774,-73.485154
Central Travel Inc,Amsterdam,NY,12010,1120 Riverfront Center,Not Available,0,0,0,Travel & Leisure,Travel Agencies,Travel Agencies,5184568101,centraltravel.com,42.93729,-74.19084
Alliance Waste Management Usa Inc,Wantagh,NY,11793,16 Frieda Lane,Not Available,0,0,0,Professional Services,Management Services,Management Services,5167833338,Not Available,40.697843,-73.505722
Dubon Studios,Rockville Centre,NY,11570,234 Merrick Road Unit A,Not Available,0,0,0,Media,Services Allied to Motion Picture Production,Video Tape or Disk Reproduction,5167661345,Not Available,40.656437,-73.64754
19 21 Green Street Condo,New York City,NY,10013,19 Greene St,Not Available,0,0,0,Real Estate,Operators of Apartment Buildings,Condominiums,2122190621,Not Available,40.721125,-74.002633
Boylan Bottling Co Inc,New York City,NY,10017,6 East 43rd St Floor 18,Not Available,0,0,0,Beverages,Bottled and Canned Soft Drinks and Carbonated Waters,"Soft Drinks: Packaged in Cans, Bottles, Etc.",8002897978,boylanbottling.com,40.753885,-73.980126
Tallmadge Mark M,New York City,NY,10004,17 State St Floor 34,Not Available,0,0,0,Legal,Legal Services,Lawyers and Attorneys,2124259300,bressler.com,40.702459,-74.014207
Radioshack,Cedarhurst,NY,11516,525 Central Avenue,Not Available,0,0,0,Shopping & Stores,"Radio, Television, and Consumer Electronics Stores",Electronic Equipment Stores,5165693053,radioshack.com,40.62207,-73.72315
Visionary Consulting Group,New York City,NY,10001,246 5th Avenue Room 300,Not Available,0,0,0,Professional Services,"Business Consulting Services, NEC",Business Consultants,2128821307,Not Available,40.744625,-73.987544
Rahaniotis Stephanie M,Mineola,NY,11501,259 1st St,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Nurse Practitioners,5166632384,Not Available,40.74127,-73.64491
Robert P Weis Pc,Rochester,NY,14622,2913 Culver Road,Not Available,0,0,0,Healthcare,Offices and Clinics of Dentists,Dentists,5856213430,Not Available,43.20119,-77.56179
Aska Glenroy DPM,New York City,NY,10025,110 West 97th St,Not Available,0,0,0,Healthcare,Offices and Clinics of Podiatrists,Podiatrists,2123167923,Not Available,40.79421,-73.96876
Tina's Touch,Syosset,NY,11791,230 Jericho Turnpike,Not Available,0,0,0,Consumer Services,Beauty Shops,Beauty Salons,5166829000,Not Available,40.8053,-73.52249
Gillian Newstead,New York City,NY,10016,530 1st Avenue # 7b,Not Available,0,0,0,Healthcare,"Health and Allied Services, NEC",Health Services,2122637442,Not Available,40.741959,-73.974641
Roosevelt Zanders Auto Rentl,New York City,NY,10039,54 1/2 Macombs Place,Not Available,0,0,0,Passenger Car Leasing,Passenger Car Rental,Automobile Renting and Leasing,2129261974,Not Available,40.82698,-73.93713
Purcell & Madden Inc,New Hyde Park,NY,11040,93 Schumacher Drive,Not Available,0,0,0,Professional Services,Public Relations Services,Sales Promotion,5168731749,Not Available,40.750739,-73.659942
J Fire Protection,Massapequa,NY,11758,25 East Chestnut St,Not Available,0,0,0,Professional Services,"Business Consulting Services, NEC",Fire Protection Consultants,5168096740,Not Available,40.68019,-73.42842
Kurjakovic Mensud MD,New York City,NY,10021,420 East 76th St,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,2129884400,nygsh.org,40.76992,-73.95312
Lpb Entertainment Inc,Massapequa,NY,11758,540 Ocean Avenue,Not Available,0,0,0,Travel & Leisure,"Bands, Orchestras, Actors, and Other Entertainers and Entertainment Groups",Entertainment Bureaus,5167981388,Not Available,40.68031,-73.468115
Edwards Carlene K,New York City,NY,10065,1275 York Avenue,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Nurse Practitioners,2126392000,Not Available,40.764,-73.95589
Jss Electrical Enterprises,Amsterdam,NY,12010,71 Western Avenue,Not Available,0,0,0,Electrical,Electrical Work,Electrical Contractors,5188827130,Not Available,42.956322,-74.050809
Berkley Group,Jericho,NY,11753,300 Jericho Quadrangle # 300,Not Available,0,0,0,Insurance,"Insurance Agents, Brokers, and Service",Insurance Agents Brokers and Services,5162940220,aon.com,40.788245,-73.551264
Petrossian George MD,Lynbrook,NY,11563,444 Merrick Road # 300,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,5162566540,Not Available,40.65858,-73.67721
Shapiro Richard L MD,New York City,NY,10016,160 East 34th St,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,2127315347,Not Available,40.7459,-73.97866
Ruppe Rebekah L,New York City,NY,10032,617 West 168th St,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Midwives,2123055756,Not Available,40.84148,-73.9406
Endocrine Associates-Nassau,Great Neck,NY,11021,560 Northern Boulevard # 207,Not Available,0,0,0,Healthcare,Offices and Clinics of Doctors of Medicine,Doctors,5164666165,Not Available,40.78156,-73.71733
Been Jacob Lmt Neuromusclar,New York City,NY,10016,218 Madison Avenue,Not Available,0,0,0,Healthcare,"Offices and Clinics of Health Practitioners, NEC",Physical Therapists,2125992610,Not Available,40.749095,-73.982072
